Incident_ID,Timestamp,Target_Department,Sender_Domain,Phishing_Type,Employee_Action
INC-2026-11086,2026-01-11 15:12,Sales,invoice-processing.co,Malware Delivery,Reported to IT
INC-2026-11087,2026-02-22 19:53,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11088,2026-03-02 20:54,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11089,2026-01-06 15:47,IT,micros0ft-security.com,BEC/Whaling,Downloaded Attachment
INC-2026-11090,2026-01-31 13:36,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11091,2026-03-29 2:17,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11092,2026-01-19 14:28,Executive,secure-bank-login.net,BEC/Whaling,Reported to IT
INC-2026-11093,2026-01-16 1:40,HR,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-11094,2026-01-31 20:53,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11095,2026-01-16 18:29,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11096,2026-01-26 22:06,HR,invoice-processing.co,BEC/Whaling,Deleted
INC-2026-11097,2026-02-05 21:26,IT,hr-benefits-portal.org,Credential Harvesting,Ignored
INC-2026-11098,2026-03-19 9:49,Executive,hr-benefits-portal.org,BEC/Whaling,Deleted
INC-2026-11099,2026-02-27 20:44,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11100,2026-03-08 18:45,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11101,2026-03-24 8:40,Operations,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-11102,2026-02-28 22:45,Finance,invoice-processing.co,Malware Delivery,Ignored
INC-2026-11103,2026-02-21 9:08,Executive,hr-benefits-portal.org,BEC/Whaling,Deleted
INC-2026-11104,2026-03-19 18:19,Finance,micros0ft-security.com,Urgent Invoice,Downloaded Attachment
INC-2026-11105,2026-01-26 22:04,HR,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-11106,2026-02-28 4:23,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11107,2026-02-23 10:58,Finance,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-11108,2026-03-15 13:23,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11109,2026-01-04 22:32,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11110,2026-03-04 3:27,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11111,2026-02-02 7:55,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11112,2026-03-02 23:19,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11113,2026-02-27 19:01,Executive,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-11114,2026-03-08 6:56,Operations,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11115,2026-03-21 7:28,IT,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-11116,2026-02-10 15:18,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11117,2026-03-20 17:13,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11118,2026-01-21 4:58,Executive,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-11119,2026-02-17 5:37,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-11120,2026-01-09 6:57,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11121,2026-03-03 23:53,Operations,invoice-processing.co,Urgent Invoice,Downloaded Attachment
INC-2026-11122,2026-03-05 7:17,HR,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11123,2026-02-21 1:08,Finance,micros0ft-security.com,Malware Delivery,Ignored
INC-2026-11124,2026-01-01 15:06,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-11125,2026-02-16 22:22,IT,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11126,2026-01-23 3:21,IT,micros0ft-security.com,Credential Harvesting,Ignored
INC-2026-11127,2026-02-21 7:45,Sales,secure-bank-login.net,BEC/Whaling,Clicked Link
INC-2026-11128,2026-01-15 8:04,Finance,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-11129,2026-03-01 4:18,IT,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11130,2026-03-10 0:51,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11131,2026-03-14 20:57,Finance,invoice-processing.co,Credential Harvesting,Deleted
INC-2026-11132,2026-02-19 7:55,IT,invoice-processing.co,Urgent Invoice,Downloaded Attachment
INC-2026-11133,2026-02-08 15:55,IT,invoice-processing.co,BEC/Whaling,Deleted
INC-2026-11134,2026-04-01 21:14,HR,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-11135,2026-02-22 3:54,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11136,2026-01-12 22:12,IT,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11137,2026-01-12 16:13,Finance,invoice-processing.co,Urgent Invoice,Downloaded Attachment
INC-2026-11138,2026-02-13 23:40,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11139,2026-01-16 20:09,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11140,2026-03-06 19:09,Sales,hr-benefits-portal.org,Urgent Invoice,Clicked Link
INC-2026-11141,2026-03-02 19:00,Sales,micros0ft-security.com,Malware Delivery,Ignored
INC-2026-11142,2026-02-01 4:10,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11143,2026-02-09 16:41,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11144,2026-02-10 21:51,Sales,secure-bank-login.net,Malware Delivery,Ignored
INC-2026-11145,2026-02-10 8:26,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-11146,2026-01-10 15:14,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11147,2026-03-13 9:24,IT,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-11148,2026-03-30 11:07,Operations,micros0ft-security.com,Malware Delivery,Deleted
INC-2026-11149,2026-02-03 19:13,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-11150,2026-03-25 18:10,IT,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11151,2026-03-12 8:38,Sales,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11152,2026-03-13 21:16,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-11153,2026-03-08 3:29,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11154,2026-01-30 21:48,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11155,2026-02-09 13:02,Finance,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-11156,2026-03-08 2:39,IT,hr-benefits-portal.org,Credential Harvesting,Reported to IT
INC-2026-11157,2026-03-18 19:26,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11158,2026-02-11 23:05,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-11159,2026-03-24 0:49,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11160,2026-01-01 13:04,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-11161,2026-02-28 8:09,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11162,2026-01-23 0:13,IT,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11163,2026-01-13 6:03,IT,hr-benefits-portal.org,Credential Harvesting,Ignored
INC-2026-11164,2026-02-26 6:27,Executive,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-11165,2026-02-20 3:52,Finance,micros0ft-security.com,Credential Harvesting,Clicked Link
INC-2026-11166,2026-03-08 10:47,Sales,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-11167,2026-03-25 10:39,HR,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11168,2026-01-31 13:28,Operations,invoice-processing.co,Malware Delivery,Ignored
INC-2026-11169,2026-03-29 22:22,IT,invoice-processing.co,Credential Harvesting,Ignored
INC-2026-11170,2026-01-15 2:42,HR,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11171,2026-01-25 5:24,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-11172,2026-01-14 22:43,IT,micros0ft-security.com,Credential Harvesting,Deleted
INC-2026-11173,2026-04-01 11:02,Executive,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-11174,2026-01-16 18:32,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11175,2026-01-15 22:07,Finance,invoice-processing.co,Malware Delivery,Ignored
INC-2026-11176,2026-02-26 21:19,Finance,hr-benefits-portal.org,Credential Harvesting,Deleted
INC-2026-11177,2026-01-03 21:07,Finance,invoice-processing.co,BEC/Whaling,Clicked Link
INC-2026-11178,2026-01-25 23:06,Operations,hr-benefits-portal.org,BEC/Whaling,Deleted
INC-2026-11179,2026-02-12 21:44,HR,micros0ft-security.com,Credential Harvesting,Clicked Link
INC-2026-11180,2026-01-02 20:18,Sales,hr-benefits-portal.org,Malware Delivery,Clicked Link
INC-2026-11181,2026-02-17 22:15,Finance,hr-benefits-portal.org,Malware Delivery,Ignored
INC-2026-11182,2026-01-30 5:00,Finance,micros0ft-security.com,Credential Harvesting,Reported to IT
INC-2026-11183,2026-01-04 2:55,Finance,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-11184,2026-02-01 21:26,Finance,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-11185,2026-03-17 5:23,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11186,2026-01-20 8:28,Executive,invoice-processing.co,BEC/Whaling,Deleted
INC-2026-11187,2026-01-01 3:27,Sales,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-11188,2026-02-07 1:41,HR,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-11189,2026-02-19 7:01,Executive,invoice-processing.co,BEC/Whaling,Deleted
INC-2026-11190,2026-02-15 23:00,HR,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11191,2026-03-22 21:31,Finance,micros0ft-security.com,Credential Harvesting,Ignored
INC-2026-11192,2026-03-11 14:26,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11193,2026-02-10 1:16,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-11194,2026-01-15 17:52,Executive,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-11195,2026-03-31 19:30,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11196,2026-03-16 12:33,HR,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11197,2026-03-02 18:11,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11198,2026-03-31 23:42,Sales,secure-bank-login.net,Credential Harvesting,Ignored
INC-2026-11199,2026-01-06 4:59,IT,hr-benefits-portal.org,Credential Harvesting,Deleted
INC-2026-11200,2026-02-02 6:42,Sales,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-11201,2026-02-28 10:28,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11202,2026-03-24 15:50,Sales,invoice-processing.co,Malware Delivery,Reported to IT
INC-2026-11203,2026-02-01 3:10,Finance,invoice-processing.co,BEC/Whaling,Clicked Link
INC-2026-11204,2026-01-21 14:57,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11205,2026-01-09 11:44,Executive,micros0ft-security.com,BEC/Whaling,Clicked Link
INC-2026-11206,2026-03-20 15:56,HR,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-11207,2026-01-06 20:39,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11208,2026-01-30 18:54,Executive,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-11209,2026-01-04 22:30,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-11210,2026-03-22 21:39,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-11211,2026-01-13 22:41,Operations,secure-bank-login.net,Malware Delivery,Ignored
INC-2026-11212,2026-04-01 22:21,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-11213,2026-01-06 7:41,Finance,micros0ft-security.com,Urgent Invoice,Downloaded Attachment
INC-2026-11214,2026-03-25 4:57,Operations,invoice-processing.co,Malware Delivery,Reported to IT
INC-2026-11215,2026-02-22 18:27,Operations,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11216,2026-01-10 13:49,Finance,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-11217,2026-03-03 0:06,Sales,hr-benefits-portal.org,Malware Delivery,Clicked Link
INC-2026-11218,2026-01-27 3:29,HR,hr-benefits-portal.org,BEC/Whaling,Deleted
INC-2026-11219,2026-02-26 11:23,Executive,hr-benefits-portal.org,BEC/Whaling,Downloaded Attachment
INC-2026-11220,2026-03-05 20:58,HR,invoice-processing.co,Malware Delivery,Reported to IT
INC-2026-11221,2026-03-28 10:25,HR,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11222,2026-01-11 9:04,Sales,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11223,2026-02-27 9:16,Finance,hr-benefits-portal.org,Urgent Invoice,Clicked Link
INC-2026-11224,2026-02-03 18:11,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-11225,2026-02-12 6:27,Operations,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11226,2026-01-04 11:55,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11227,2026-01-23 4:26,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11228,2026-03-29 12:00,IT,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-11229,2026-02-25 18:00,IT,invoice-processing.co,Credential Harvesting,Reported to IT
INC-2026-11230,2026-02-27 6:53,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-11231,2026-03-06 17:43,Executive,hr-benefits-portal.org,BEC/Whaling,Deleted
INC-2026-11232,2026-02-21 11:55,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-11233,2026-03-14 22:33,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11234,2026-02-13 7:49,Sales,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-11235,2026-01-10 20:50,Operations,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-11236,2026-02-04 9:58,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11237,2026-03-12 7:39,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11238,2026-02-23 19:53,Finance,secure-bank-login.net,Urgent Invoice,Downloaded Attachment
INC-2026-11239,2026-03-19 18:58,Sales,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-11240,2026-01-15 8:11,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-11241,2026-03-03 2:20,Sales,secure-bank-login.net,Credential Harvesting,Clicked Link
INC-2026-11242,2026-03-20 17:20,Operations,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11243,2026-03-02 13:02,Operations,hr-benefits-portal.org,Credential Harvesting,Reported to IT
INC-2026-11244,2026-03-26 10:00,IT,hr-benefits-portal.org,Credential Harvesting,Ignored
INC-2026-11245,2026-01-27 16:29,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11246,2026-03-22 13:29,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11247,2026-03-11 22:26,Finance,micros0ft-security.com,Malware Delivery,Reported to IT
INC-2026-11248,2026-03-28 3:14,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11249,2026-02-19 14:40,Operations,secure-bank-login.net,Credential Harvesting,Deleted
INC-2026-11250,2026-02-10 7:19,IT,hr-benefits-portal.org,Malware Delivery,Deleted
INC-2026-11251,2026-03-14 4:40,Executive,micros0ft-security.com,BEC/Whaling,Reported to IT
INC-2026-11252,2026-01-09 1:15,Sales,secure-bank-login.net,BEC/Whaling,Clicked Link
INC-2026-11253,2026-03-28 11:09,HR,hr-benefits-portal.org,Malware Delivery,Deleted
INC-2026-11254,2026-01-28 4:40,Finance,micros0ft-security.com,Malware Delivery,Ignored
INC-2026-11255,2026-01-29 7:51,Sales,invoice-processing.co,Malware Delivery,Clicked Link
INC-2026-11256,2026-01-06 19:27,Executive,invoice-processing.co,BEC/Whaling,Reported to IT
INC-2026-11257,2026-03-30 11:28,Sales,micros0ft-security.com,BEC/Whaling,Clicked Link
INC-2026-11258,2026-01-21 15:58,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11259,2026-01-27 21:10,HR,secure-bank-login.net,Credential Harvesting,Downloaded Attachment
INC-2026-11260,2026-03-03 17:55,Operations,micros0ft-security.com,Malware Delivery,Deleted
INC-2026-11261,2026-01-27 12:37,HR,hr-benefits-portal.org,Credential Harvesting,Ignored
INC-2026-11262,2026-03-21 8:35,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11263,2026-01-21 5:44,Operations,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-11264,2026-02-26 17:14,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-11265,2026-01-23 17:54,Sales,secure-bank-login.net,BEC/Whaling,Clicked Link
INC-2026-11266,2026-02-16 0:26,Finance,invoice-processing.co,Credential Harvesting,Ignored
INC-2026-11267,2026-03-30 21:51,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11268,2026-01-28 17:31,IT,micros0ft-security.com,Malware Delivery,Ignored
INC-2026-11269,2026-03-21 2:59,Executive,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-11270,2026-02-28 19:04,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-11271,2026-02-10 14:38,Executive,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-11272,2026-02-24 9:42,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11273,2026-02-20 11:25,IT,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11274,2026-02-06 13:23,Operations,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-11275,2026-01-10 12:36,Finance,hr-benefits-portal.org,Urgent Invoice,Clicked Link
INC-2026-11276,2026-03-07 15:29,HR,hr-benefits-portal.org,BEC/Whaling,Clicked Link
INC-2026-11277,2026-01-03 8:23,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11278,2026-02-04 21:52,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-11279,2026-01-11 17:53,IT,invoice-processing.co,Credential Harvesting,Reported to IT
INC-2026-11280,2026-03-04 4:49,HR,hr-benefits-portal.org,Credential Harvesting,Deleted
INC-2026-11281,2026-03-11 19:59,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11282,2026-03-01 17:22,Executive,secure-bank-login.net,BEC/Whaling,Reported to IT
INC-2026-11283,2026-01-06 23:22,IT,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11284,2026-03-15 4:45,Operations,secure-bank-login.net,Malware Delivery,Ignored
INC-2026-11285,2026-03-29 8:25,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11286,2026-02-07 11:51,Executive,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-11287,2026-03-05 0:19,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11288,2026-03-09 3:08,Operations,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11289,2026-03-17 8:31,Executive,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-11290,2026-02-16 22:19,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11291,2026-02-23 13:21,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11292,2026-01-14 10:25,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11293,2026-01-10 18:09,HR,hr-benefits-portal.org,BEC/Whaling,Deleted
INC-2026-11294,2026-02-21 17:51,Sales,hr-benefits-portal.org,Malware Delivery,Clicked Link
INC-2026-11295,2026-03-19 6:23,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-11296,2026-02-19 11:57,HR,micros0ft-security.com,Malware Delivery,Reported to IT
INC-2026-11297,2026-03-13 17:30,Operations,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-11298,2026-03-28 16:45,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-11299,2026-03-07 8:24,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11300,2026-02-01 14:28,IT,hr-benefits-portal.org,Credential Harvesting,Ignored
INC-2026-11301,2026-01-24 5:31,Finance,hr-benefits-portal.org,Credential Harvesting,Deleted
INC-2026-11302,2026-03-03 10:22,Executive,hr-benefits-portal.org,BEC/Whaling,Deleted
INC-2026-11303,2026-03-07 8:25,Finance,invoice-processing.co,Malware Delivery,Deleted
INC-2026-11304,2026-03-08 5:10,Executive,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-11305,2026-01-29 22:56,Operations,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-11306,2026-03-23 23:37,Operations,micros0ft-security.com,Malware Delivery,Deleted
INC-2026-11307,2026-01-18 17:34,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-11308,2026-03-11 3:11,Sales,secure-bank-login.net,Malware Delivery,Clicked Link
INC-2026-11309,2026-01-14 6:16,Operations,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11310,2026-03-01 7:53,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11311,2026-01-02 17:17,IT,secure-bank-login.net,Malware Delivery,Deleted
INC-2026-11312,2026-03-11 18:03,HR,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-11313,2026-01-06 21:51,IT,invoice-processing.co,Credential Harvesting,Ignored
INC-2026-11314,2026-01-10 16:34,Executive,invoice-processing.co,BEC/Whaling,Deleted
INC-2026-11315,2026-01-01 2:24,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11316,2026-02-07 18:34,Sales,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-11317,2026-03-09 8:14,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11318,2026-03-26 23:03,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11319,2026-01-19 18:36,Operations,hr-benefits-portal.org,Malware Delivery,Ignored
INC-2026-11320,2026-02-11 9:07,Finance,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-11321,2026-02-15 3:57,Sales,invoice-processing.co,Malware Delivery,Reported to IT
INC-2026-11322,2026-03-05 3:28,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-11323,2026-01-04 12:47,Operations,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11324,2026-03-24 0:33,Sales,secure-bank-login.net,BEC/Whaling,Reported to IT
INC-2026-11325,2026-01-09 20:09,IT,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-11326,2026-02-20 9:19,HR,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11327,2026-02-03 16:24,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11328,2026-02-07 21:09,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11329,2026-01-19 17:36,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11330,2026-01-29 4:20,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11331,2026-01-28 7:08,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11332,2026-01-06 6:12,Sales,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-11333,2026-02-09 0:19,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11334,2026-02-08 3:31,Finance,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-11335,2026-02-10 1:19,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11336,2026-01-27 0:41,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-11337,2026-02-18 13:44,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11338,2026-02-13 4:23,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11339,2026-01-23 21:30,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11340,2026-02-14 9:59,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11341,2026-03-13 3:10,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11342,2026-02-21 17:27,Operations,micros0ft-security.com,Malware Delivery,Ignored
INC-2026-11343,2026-01-12 23:00,Executive,invoice-processing.co,BEC/Whaling,Reported to IT
INC-2026-11344,2026-03-14 19:24,IT,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-11345,2026-02-24 5:56,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11346,2026-02-04 19:16,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11347,2026-02-12 18:46,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-11348,2026-03-17 20:03,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11349,2026-03-11 10:55,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11350,2026-03-09 14:15,HR,secure-bank-login.net,Malware Delivery,Downloaded Attachment
INC-2026-11351,2026-03-18 12:21,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11352,2026-02-01 19:21,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11353,2026-03-12 13:44,Finance,invoice-processing.co,Urgent Invoice,Downloaded Attachment
INC-2026-11354,2026-02-14 6:27,Executive,micros0ft-security.com,BEC/Whaling,Clicked Link
INC-2026-11355,2026-02-17 15:02,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-11356,2026-02-05 5:49,Executive,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-11357,2026-02-15 19:19,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11358,2026-02-14 6:49,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11359,2026-01-30 0:52,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11360,2026-03-05 21:48,Sales,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-11361,2026-01-31 14:38,Finance,micros0ft-security.com,Urgent Invoice,Downloaded Attachment
INC-2026-11362,2026-01-02 20:11,Executive,micros0ft-security.com,BEC/Whaling,Reported to IT
INC-2026-11363,2026-03-31 3:08,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-11364,2026-03-22 16:17,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11365,2026-01-18 8:19,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11366,2026-01-09 23:53,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11367,2026-02-15 13:01,Finance,hr-benefits-portal.org,Urgent Invoice,Clicked Link
INC-2026-11368,2026-02-24 3:58,HR,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-11369,2026-01-21 22:24,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11370,2026-01-20 11:15,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11371,2026-02-09 11:25,Finance,hr-benefits-portal.org,Malware Delivery,Reported to IT
